2024-10-01 14:58:20.283022,Core,1.0
2024-10-01 14:58:23.294429,Main Coms and Server Room 32F Fibre Out ,1.0
2024-10-01 14:58:24.311433,Main Coms and Server Room SW1-01 ,1.1
2024-10-01 14:58:25.353086,Room 39 SW1-02 WiFi Access Points,3.5555555555555554
2024-10-01 14:58:26.385012,Office Between Prefab Room 25 and Room 26,2.6666666666666665
2024-10-01 14:58:27.409063,R22 Science Lab Beside Preproom,1.8571428571428572
2024-10-01 14:58:28.439388,Room 39 SW-V-02 Computer ,2.05
2024-10-01 14:58:29.463890,Main Coms and Server Room Voice SW-01 ,1.7571428571428571
2024-10-01 14:58:30.490939,Room 6 Computer Room Small Voice switch ,1.625
2024-10-01 14:58:31.520684,Mystery Big Switch ,2.32
2024-10-01 14:58:32.538514,DCG Prefab Room 17,1.07
2024-10-01 14:58:33.555789,Science Prefab Room 19 ,1.06
2024-10-01 14:58:34.582319,Eimears- Office ,2.2857142857142856
2024-10-01 14:58:35.615087,Room 38 Library Small Switch ,2.5833333333333335
2024-10-01 14:58:36.625163,Core,1.025
2024-10-01 14:58:37.650200,Main Coms and Server Room 32F Fibre Out ,4.0
2024-10-01 14:58:38.698675,Main Coms and Server Room SW1-01 ,4.24
2024-10-01 14:58:39.744950,Room 39 SW1-02 WiFi Access Points,3.7
2024-10-01 14:58:40.765724,Office Between Prefab Room 25 and Room 26,2.24
2024-10-01 14:58:41.786280,R22 Science Lab Beside Preproom,2.0
2024-10-01 14:58:42.803283,Room 39 SW-V-02 Computer ,1.01
2024-10-01 14:58:43.825295,Main Coms and Server Room Voice SW-01 ,2.0
2024-10-01 14:58:44.847629,Room 6 Computer Room Small Voice switch ,2.3666666666666667
2024-10-01 14:58:45.864611,Mystery Big Switch ,1.01
2024-10-01 14:58:46.907149,DCG Prefab Room 17,3.73
2024-10-01 14:58:47.925490,Science Prefab Room 19 ,1.1
2024-10-01 14:58:48.942236,Eimears- Office ,1.8
2024-10-01 14:58:49.961435,Room 38 Library Small Switch ,1.3333333333333333
2024-10-01 14:58:51.001596,Core,1.0333333333333334
2024-10-01 14:58:52.018110,Main Coms and Server Room 32F Fibre Out ,1.8
2024-10-01 14:58:53.086732,Main Coms and Server Room SW1-01 ,5.5
2024-10-01 14:58:55.130055,Room 39 SW1-02 WiFi Access Points,3.12
2024-10-01 14:58:58.148685,Office Between Prefab Room 25 and Room 26,1.3428571428571427
2024-10-01 14:58:59.172132,R22 Science Lab Beside Preproom,2.2142857142857144
2024-10-01 14:59:00.211056,Room 39 SW-V-02 Computer ,3.0
2024-10-01 14:59:01.229637,Main Coms and Server Room Voice SW-01 ,1.2875
2024-10-01 14:59:02.247671,Room 6 Computer Room Small Voice switch ,1.6666666666666667
2024-10-01 14:59:03.266345,Mystery Big Switch ,1.05
2024-10-01 14:59:04.282501,DCG Prefab Room 17,1.02
2024-10-01 14:59:05.335110,Science Prefab Room 19 ,4.233333333333333
2024-10-01 14:59:06.366901,Eimears- Office ,2.875
2024-10-01 14:59:07.384291,Room 38 Library Small Switch ,1.488888888888889
2024-10-01 14:59:08.393704,Core,1.0
2024-10-01 14:59:09.403963,Main Coms and Server Room 32F Fibre Out ,1.04
2024-10-01 14:59:10.425154,Main Coms and Server Room SW1-01 ,1.4555555555555555
2024-10-01 14:59:11.441354,Room 39 SW1-02 WiFi Access Points,1.1300000000000001
2024-10-01 14:59:12.460869,Office Between Prefab Room 25 and Room 26,2.1666666666666665
2024-10-01 14:59:13.481149,R22 Science Lab Beside Preproom,2.183333333333333
2024-10-01 14:59:14.504664,Room 39 SW-V-02 Computer ,1.0555555555555556
2024-10-01 14:59:15.523374,Main Coms and Server Room Voice SW-01 ,1.95
2024-10-01 14:59:16.544642,Room 6 Computer Room Small Voice switch ,1.8166666666666667
2024-10-01 14:59:17.560804,Mystery Big Switch ,1.0
2024-10-01 14:59:18.597851,DCG Prefab Room 17,2.98
2024-10-01 14:59:19.615574,Science Prefab Room 19 ,1.04
2024-10-01 14:59:20.635571,Eimears- Office ,2.1666666666666665
2024-10-01 14:59:21.655154,Room 38 Library Small Switch ,1.875
2024-10-01 14:59:22.666057,Core,1.0
